corpusid,externalids,url,title,authors,venue,publicationvenueid,year,referencecount,citationcount,influentialcitationcount,isopenaccess,s2fieldsofstudy,publicationtypes,publicationdate,journal,PubMed,PubMedCentral,MAG,ACL,ArXiv,DBLP,DOI
26397690,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2469583005', 'CorpusId': '26397690', 'PubMed': '27343978', 'DOI': '10.1016/j.steroids.2016.06.010', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/aec02f253c08625494cff59d5b7b9f1093f1a5ee,Flow-cytometric analysis of reactive oxygen species in cancer cells under treatment with brassinosteroids,"[{'authorId': '7370205', 'name': 'P. Kisselev'}, {'authorId': '7620548', 'name': 'O. V. Panibrat'}, {'authorId': '115636327', 'name': 'Aliaksei R. Sysa'}, {'authorId': '7450215', 'name': 'M. Anisovich'}, {'authorId': '5311692', 'name': 'V. Zhabinskii'}, {'authorId': '4642855', 'name': 'V. Khripach'}]",Steroids,d005ac91-7333-4597-b8b5-54b3f1181efc,2017,46,10,0,False,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2017-01-31,"{'name': 'Steroids', 'pages': '11-15', 'volume': '117'}",27343978,,2469583005,,,,10.1016/j.steroids.2016.06.010
41574606,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2412743080', 'CorpusId': '41574606', 'PubMed': '6946620', 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/fc2e40e0d9fc05aa8057bc31a54ea8f649142b27,"[Electron-microscopic investigations on human dental pulp after vital amputation. III. Secondary mineralization in the dental pulp in case of chronic, uncomplicated pulpitis].","[{'authorId': '2071815218', 'name': 'R. Petkov'}, {'authorId': '13721997', 'name': 'I. Mostrova'}]",Stomatologiia. Stomatology,59d241e9-a82d-402f-a34c-91a5a6eabe33,1980,0,0,0,False,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],,"{'name': 'Stomatologiia. Stomatology', 'pages': '\n          77-81\n        ', 'volume': '62 2'}",6946620,,2412743080,,,,
96848430,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2093839702', 'CorpusId': '96848430', 'PubMed': None, 'DOI': '10.1016/J.SEPPUR.2005.07.020', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/46cc047ba1ce587d5d986367cef0f559a2ff7404,Effective treatment and recovery of laurionite-type lead from toxic industrial solid wastes,"[{'authorId': '92131706', 'name': 'T. Ioannidis'}, {'authorId': '92773113', 'name': 'A. Zouboulis'}, {'authorId': '102715143', 'name': 'K. A. Matis'}]",,,2006,36,12,0,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 'external'}]",,2006-02-01,"{'name': 'Separation and Purification Technology', 'pages': '50-61', 'volume': '48'}",,,2093839702,,,,10.1016/J.SEPPUR.2005.07.020
152919101,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '419928371', 'CorpusId': '152919101', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/134eacc330f4693c4682d2e4d63922169f12b1bd,The U.S. Government must stand up for human rights in Kenya,"[{'authorId': '104762039', 'name': 'A. Neir'}, {'authorId': '8210925', 'name': 'R. Omaar'}]",,,1990,0,0,0,False,"[{'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 'external'}]",,,,,,419928371,,,,
232002736,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '3009865039', 'CorpusId': '232002736', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/816192f053e0039cb59ed1c35195e47cdcb49bf0,Seismic behavior and geodetic locking in areas of rough seafloor subduction,"[{'authorId': '5458189', 'name': 'S. Bilek'}, {'authorId': '153361270', 'name': 'K. Wang'}]",,,2012,0,0,0,False,"[{'category': 'Geology', 'source': 's2-fos-model'}, {'category': 'Geology', 'source': 'external'}]",,2012-12-01,"{'name': '', 'pages': None, 'volume': '2012'}",,,3009865039,,,,
27244264,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2161485924', 'CorpusId': '27244264', 'PubMed': '23948582', 'DOI': '10.1161/CIRCRESAHA.113.302024', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/04dbd30cc130559efa69dbc40835d9517cc2322e,Is Tumor Necrosis Factor-&agr; Friend or Foe for Chronic Heart Failure?,"[{'authorId': '48646648', 'name': 'M. Hori'}, {'authorId': '49713300', 'name': 'O. Yamaguchi'}]",Circulation Research,439d70ad-d909-4791-bdc6-dc765447bd42,2013,18,21,0,True,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2013-08-16,"{'name': 'Circulation Research', 'pages': '492–494', 'volume': '113'}",23948582,,2161485924,,,,10.1161/CIRCRESAHA.113.302024
187295235,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '19775582', 'CorpusId': '187295235', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/0d51fe35320039c782a547259f8a3fe39e460dbc,Pesca e navigazione in Sardegna nell'antichità,"[{'authorId': '98504389', 'name': 'A. Mastino'}]",,,2000,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",,,19775582,,,,
186977385,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2768554811', 'CorpusId': '186977385', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/5059a47a0a84d357d3badaa45008d1923302fdd3,Dispositif de blocage articule d'une tige,"[{'authorId': '47459556', 'name': 'Andreas Hentschel'}, {'authorId': '108128338', 'name': 'M. Hommel'}, {'authorId': '137710278', 'name': 'Hans-Theo Schaefer'}]",,,2008,0,0,0,False,,,2008-07-17,"{'name': '', 'pages': None, 'volume': ''}",,,2768554811,,,,
148662897,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2623921388', 'CorpusId': '148662897', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/a70aeb191ffb4d15ba9569e595a507505fe792b5,Pengembangan Buku Saku Sebagai Bahan Ajar Geografi Pada Materi Dinamika Hidrosfer Dan Dampaknya Bagi Kehidupan Di Kelas X IPA SMA Negeri 1 Gedangan,"[{'authorId': '117224909', 'name': 'Akhtinatun Mufidah'}]",,,2016,0,2,0,False,,,2016-01-20,"{'name': '', 'pages': None, 'volume': '1'}",,,2623921388,,,,
147951709,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2361070202', 'CorpusId': '147951709', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/791a5f2b2838683d0f8be23bd327aa65b9de4bb4,Exploration of Reading Teaching Strategies under the Senior English Curriculum Reforms,"[{'authorId': '1447282139', 'name': 'Liu Li-ping'}]",,,2010,0,0,0,False,"[{'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 'external'}]",,,,,,2361070202,,,,
176561991,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '639465556', 'CorpusId': '176561991', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e1135ca3b61c188fe3b0969cd6bcf51a042d1346,216 炭酸固定醗酵に関する研究 : (第23報) スエヒロタケのL-リンゴ酸醗酵に及ぼす無機化合物の影響,"[{'authorId': '82755603', 'name': '立花 精'}, {'authorId': '66308223', 'name': '村上 俊男'}, {'authorId': '118194245', 'name': '沢田 繁樹'}]",,,1970,0,0,0,False,,,1970-11-19,"{'name': '', 'pages': '76', 'volume': '45'}",,,639465556,,,,
120690647,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2060379666', 'CorpusId': '120690647', 'PubMed': None, 'DOI': '10.1016/J.CMA.2003.09.032', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/b4ec7b3cd0b6cf0308acfd0946f9cb0830976184,Void growth in finite deformation elasto-plasticity due to hydrostatic stress states,"[{'authorId': '49703028', 'name': 'R. Mahnken'}]",,,2005,24,17,0,False,"[{'category': 'Materials Science', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 'external'}]",,2005-09-02,"{'name': 'Computer Methods in Applied Mechanics and Engineering', 'pages': '3689-3709', 'volume': '194'}",,,2060379666,,,,10.1016/J.CMA.2003.09.032
10463111,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '10463111', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/da1fadfb7cad73b55af8b967d01666854876bad7,DISCRETE GAUGE THEORIES 1,"[{'authorId': '102366895', 'name': 'M. D. W. Propitius'}, {'authorId': '10247225', 'name': 'F. Bais'}]",,,1996,31,1,0,False,,['Review'],,,,,,,,,
58113075,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2739829442', 'CorpusId': '58113075', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/95094843170a2f70e3960f8affd9a3048a2f0bd4,Upper Belpharoplasty: Asia's Surgical Approach to Creating Double Eyelids,"[{'authorId': '49395822', 'name': 'K. Koo'}, {'authorId': '2052182132', 'name': 'B. Gu'}, {'authorId': '2134459955', 'name': 'Ti-Sheng Chang'}]",,,2008,17,0,0,False,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['Review'],2008-05-01,"{'name': 'University of Toronto Medical Journal', 'pages': '167-170', 'volume': '85'}",,,2739829442,,,,
75908838,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2324813420', 'CorpusId': '75908838', 'PubMed': None, 'DOI': '10.1016/S1283-0887(05)74374-7', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e87cf98fd2da867a247b38e8971e8f6b3d5a3442,Déglutition. Évaluation. Rééducation,"[{'authorId': '52436515', 'name': 'D. Bleeckx'}]",,,2006,84,7,0,False,"[{'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",,,"{'name': '', 'pages': '1-10', 'volume': '1'}",,,2324813420,,,,10.1016/S1283-0887(05)74374-7
83938103,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1855642459', 'CorpusId': '83938103', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/dc484af79bb694e5522a423696bdf925800d7129,Bottom-up forcing of growth and condition changes in Northwest Atlantic capelin (Mallotus villosus) during the 1990s : evidence from feeding indices,"[{'authorId': '87779334', 'name': 'S. Obradovich'}]",,,2008,0,2,0,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}]",,,"{'name': '', 'pages': None, 'volume': ''}",,,1855642459,,,,
114821127,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2393412632', 'CorpusId': '114821127', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/2c3c6f47be74ab522aaec0949e65ff675d28bfdb,Discharge Area Segmenting of Power Equipment in UV Image Based on Level Set Technology,"[{'authorId': '2075585600', 'name': 'Yang Xiao-lin'}]",,,2008,0,0,0,False,"[{'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}]",,,"{'name': '', 'pages': None, 'volume': ''}",,,2393412632,,,,
166949395,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '797787184', 'CorpusId': '166949395', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/75cfd41d7296a30ec4a936d096d2df8e48cafd69,Efekty uczestnictwa inwestorów zagranicznych w polskiej rzeczywistości gospodarczej przełomu wieków,"[{'authorId': '95765719', 'name': 'Arkadiusz Wierzbic'}]",,,2001,0,0,0,False,,,,"{'name': '', 'pages': '289-294', 'volume': ''}",,,797787184,,,,
202473233,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2968668454', 'CorpusId': '202473233', 'PubMed': None, 'DOI': '10.5430/WJE.V9N4P73', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/1aa45d20d8b02d650dc2e18e2c00f711aabd64b9,Social Studies Course from the Perspective of Parents -The Istanbul-Sultanbeyli Case,"[{'authorId': '2077345570', 'name': 'K. Baş'}, {'authorId': '2064571404', 'name': 'Esen Durmuş'}]",World Journal of Education,578a3b53-974a-4530-b585-632cb222433b,2019,29,0,0,True,,,2019-08-15,"{'name': 'World Journal of Education', 'pages': None, 'volume': None}",,,2968668454,,,,10.5430/WJE.V9N4P73
199123959,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2958619655', 'CorpusId': '199123959', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/f1544de1f6ef780c327e864763d7a2719205a26c,Estudos de processos físico-químicos com radiotraçadores em sedimentos costeiros para fins de biorremediação,"[{'authorId': '2073613625', 'name': 'Melissa Nogueira Sondermann'}]",,,2016,0,0,0,False,,,2016-04-20,"{'name': '', 'pages': None, 'volume': ''}",,,2958619655,,,,
127200544,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '386565837', 'CorpusId': '127200544', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/411b2a5f0b33c01fdfa968ba8d28f80a3b2a90cd,Obligatorisk redovisning av sjukfrånvaro : Hur förbereder sig privata företag inför lagen? - Kan lagen vara en början till att bättre synliggöra personalekonomi?,"[{'authorId': '102821305', 'name': 'Erik Lindahl'}]",,,2003,0,0,0,False,,,,,,,386565837,,,,
133790351,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2772957085', 'CorpusId': '133790351', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/df283e2cb751f6f3170fd87e465d6f27a6c77d63,"Effects of some mulch materials on Chinese cabbage growing in different seasons, 5; dry matter production and nutrient absorption","[{'authorId': '2107507051', 'name': 'J. Yoon'}, {'authorId': '2152847999', 'name': 'S. S. Lee'}, {'authorId': '153222236', 'name': 'D. Oh'}, {'authorId': '2157932427', 'name': 'Y. S. Chang'}, {'authorId': '35262876', 'name': 'S. J. Lee'}]",,,1987,0,0,0,False,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 'external'}]",,,"{'name': '', 'pages': None, 'volume': ''}",,,2772957085,,,,
137761863,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2374893785', 'CorpusId': '137761863', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/b1e19b0fb83f801f8262d3c08360ac03bcd2fe7e,Influence of Current Limiting Resistance on the Magnetic Induction Effect of FeSiB Amorphous Ribbons,"[{'authorId': '71704635', 'name': 'Luo Xinglong'}]",,,2009,0,0,0,False,"[{'category': 'Materials Science', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 'external'}]",,,,,,2374893785,,,,
235484356,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '235484356', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/c8e78ffc9cadef1bfc83edf87d59008cb4d03939,Chapter 12: General discussion and future perspectives,[],,,2009,84,0,0,False,,,,,,,,,,,
28630532,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2108407300', 'CorpusId': '28630532', 'PubMed': '23398614', 'DOI': '10.1037/a0031534', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/ac4fd02040de422be36bafcaa7e9a710fda73f6b,Discussion topic and observed behavior in couples' problem-solving conversations: do problem severity and topic choice matter?,"[{'authorId': '4691174', 'name': 'Hannah C. Williamson'}, {'authorId': '83384364', 'name': 'M. Hanna'}, {'authorId': '6180795', 'name': 'Justin A. Lavner'}, {'authorId': '2669796', 'name': 'T. Bradbury'}, {'authorId': '6050336', 'name': 'B. Karney'}]",Journal of family psychology,57a38d06-dcbf-46d0-91b1-18b73c3f5eac,2013,14,28,0,True,"[{'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2013-02-11,"{'name': 'Journal of family psychology : JFP : journal of the Division of Family Psychology of the American Psychological Association', 'pages': '\n          330-5\n        ', 'volume': '27 2'}",23398614,,2108407300,,,,10.1037/a0031534
25655394,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2038421026', 'CorpusId': '25655394', 'PubMed': '9263560', 'DOI': '10.1055/s-2007-994169', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/3a02ab3b541e465e1ec69ccf269851ec99d1dcd2,Tocolytic Treatment for Preterm Contractions with and Without Cervical Changes,"[{'authorId': '2105643597', 'name': 'Haywood L. Brown'}, {'authorId': '145346093', 'name': 'A. Hiett'}, {'authorId': '40263152', 'name': 'K. Britton'}, {'authorId': '13102405', 'name': 'M. Turnquest'}, {'authorId': '3065196', 'name': 'A. Golichowski'}]",American Journal of Perinatology,5e64db58-a24f-470c-b866-8e18e0cd1a4d,1997,18,12,0,False,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]","['JournalArticle', 'Study', 'ClinicalTrial', 'CaseReport']",1997-08-01,"{'name': 'American Journal of Perinatology', 'pages': '405 - 409', 'volume': '14'}",9263560,,2038421026,,,,10.1055/s-2007-994169
110298854,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2078091577', 'CorpusId': '110298854', 'PubMed': None, 'DOI': '10.1016/0924-4247(93)80138-7', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/9a88045bb2959c9fdb1a28a68f98c51044aa5ccb,Using capacitive sensors for in situ calibration of displacements in a piezo-driven translation stage of an STM,"[{'authorId': '97764135', 'name': 'A. E. Holman'}, {'authorId': '96737282', 'name': 'W. Heerens'}, {'authorId': '144907385', 'name': 'F. Tuinstra'}]",,,1993,5,17,1,False,"[{'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 'external'}]",,1993-03-01,"{'name': 'Sensors and Actuators A-physical', 'pages': '37-42', 'volume': '36'}",,,2078091577,,,,10.1016/0924-4247(93)80138-7
186868338,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2886186397', 'CorpusId': '186868338', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/c7c98b39f5cad2faf499d3311984c8873d0c7d26,"« Wolfgang Tillmans : 2017 ». Londres, Tate Modern – 14 février – 11 juin 2017","[{'authorId': '2071503789', 'name': 'L. Froger'}]",,,2018,0,0,0,False,,,2018-04-19,"{'name': '', 'pages': '148-149', 'volume': ''}",,,2886186397,,,,
147458872,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2283662592', 'CorpusId': '147458872', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/a9fe2fadc2bdb3959b4b1976db129ee884e03fec,한국 상담자의 상담윤리에 대한 기초 연구,"[{'authorId': '81074067', 'name': '최해림'}]",,,2002,0,0,0,False,"[{'category': 'Linguistics', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 'external'}]",,2002-11-01,,,,2283662592,,,,
131065985,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2287694510', 'CorpusId': '131065985', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/d04cd0e63a5ea9e006e164d46ce81b48f7805941,"A review on the research and fisheries of Barramundi, reef fish, dugongs, turtles and spanish mackerel in the Papua New Guinea side of the Torres Strait","[{'authorId': '87654762', 'name': 'B. D. Kare'}]",,,1995,0,4,1,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Geography', 'source': 'external'}]",['Review'],,"{'name': '', 'pages': None, 'volume': ''}",,,2287694510,,,,
245701070,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '245701070', 'PubMed': None, 'DOI': '10.1007/978-3-030-88213-6_12', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/489fd8332f44736e8ce4c255cbb6cb8131274bcb,Filters and Resonators,"[{'authorId': '9504471', 'name': 'Hejie Lin'}, {'authorId': '70001996', 'name': 'Turgay Bengisu'}, {'authorId': '46760305', 'name': 'Z. Mourelatos'}]",Lecture Notes on Acoustics and Noise Control,,2021,0,0,0,False,,,,"{'name': 'Lecture Notes on Acoustics and Noise Control', 'pages': None, 'volume': None}",,,,,,,10.1007/978-3-030-88213-6_12
226510755,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '3081224430', 'CorpusId': '226510755', 'PubMed': None, 'DOI': '10.52639/jeah.2020.03.50.173', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/76996a61430c0d9395fe98b06e61e70fd7760117,"A Study on the Shang Dynasty’s Educational Culture, based on Oracle Bone Scripts","[{'authorId': '52295643', 'name': 'Kim Young Hyun'}]",,,2020,0,0,0,False,"[{'category': 'History', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}, {'category': 'History', 'source': 'external'}]",,,"{'name': '', 'pages': '173-197', 'volume': ''}",,,3081224430,,,,10.52639/jeah.2020.03.50.173
35910203,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2132392292', 'CorpusId': '35910203', 'PubMed': '12948950', 'DOI': '10.2105/AJPH.93.9.1395', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/73f54c13643a81a4c6fd146f0dfb3fbfca2bc680,"Urban form, health, and the law's limits.","[{'authorId': '14548307', 'name': 'William W. Buzbee'}]",American Journal of Public Health,38811617-b7f0-4fcb-b373-4c6de733f4f2,2003,13,18,0,False,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2003-09-01,"{'name': 'American journal of public health', 'pages': '\n          1395-9\n        ', 'volume': '93 9'}",12948950,,2132392292,,,,10.2105/AJPH.93.9.1395
247019183,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '247019183', 'PubMed': '35196632', 'DOI': '10.1016/j.jenvman.2022.114747', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/75ac7c80109df18b54eb24fc1c285c6d8086985f,Quantitative structure-activity relationship for the oxidation of organic contaminants by peracetic acid using GA-MLR method.,"[{'authorId': '2060417692', 'name': 'Ali Shahi'}, {'authorId': '47465016', 'name': 'Hamed Vafaei Molamahmood'}, {'authorId': '90617368', 'name': 'Naser Faraji'}, {'authorId': '38742706', 'name': 'Mingce Long'}]",Journal of Environmental Management,ed779cb8-b256-4933-85c7-2ca9868bb58b,2022,60,8,1,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2022-02-20,"{'name': 'Journal of environmental management', 'pages': '\n          114747\n        ', 'volume': '310'}",35196632,,,,,,10.1016/j.jenvman.2022.114747
84365726,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2035122092', 'CorpusId': '84365726', 'PubMed': None, 'DOI': '10.1111/J.1439-0523.1998.TB01935.X', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/bd4ed9373dbcf2418c981d1b527c79fc3a96dbf8,Influence of pollination modes on yield components in strawberry (Fragaria x ananassa Duch.),"[{'authorId': '32295476', 'name': 'J. Żebrowska'}]",,,1998,5,39,2,False,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}]",,1998-07-01,"{'name': 'Plant Breeding', 'pages': '255-260', 'volume': '117'}",,,2035122092,,,,10.1111/J.1439-0523.1998.TB01935.X
34333286,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2066866051', 'CorpusId': '34333286', 'PubMed': '8555153', 'DOI': '10.1016/0266-4356(95)90048-9', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/18f49200542e6ce795eb3341a9b1a32cea0401c3,An alternative method of intraoperative skin retraction: the Walton fish hook.,"[{'authorId': '34608447', 'name': 'S. Rogers'}, {'authorId': '25712328', 'name': 'E. Davies'}]",British Journal of Oral and Maxillofacial Surgery,e0769dae-0f34-474b-b677-e2e35da444ed,1995,0,8,0,False,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],1995-10-01,"{'name': 'The British journal of oral & maxillofacial surgery', 'pages': '\n          323\n        ', 'volume': '33 5'}",8555153,,2066866051,,,,10.1016/0266-4356(95)90048-9
128938719,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1789266415', 'CorpusId': '128938719', 'PubMed': None, 'DOI': '10.1017/CBO9780511778551.009', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/b2b35780919d1f50c44744d95782690e33b232a7,"History and Neorealism: Domestic politics, interservice impasse, and Japan's decisions for war","[{'authorId': '66339262', 'name': 'Michael A. Barnhart'}]",,,2010,0,0,0,False,"[{'category': 'History', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Geography', 'source': 'external'}]",,,,,,1789266415,,,,10.1017/CBO9780511778551.009
165070335,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2603579240', 'CorpusId': '165070335', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/a4558067b0ffcc9465046f121ea6f76e3f4d9b93,Glück im Pragmatismus,"[{'authorId': '71202030', 'name': 'C. Henning'}]",,,2011,0,0,0,False,,,,,,,2603579240,,,,
114391730,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2473213761', 'CorpusId': '114391730', 'PubMed': None, 'DOI': '10.17211/tcd.89163', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/7353bd2c6930e774fc53b9f0b436861271d52432,Kahramanmaraş Organize Sanayi Bölgesi’nin çevresindeki yerleşmelere olan etkileri,"[{'authorId': '2064055744', 'name': 'Aytaç Şahin'}, {'authorId': '122640813', 'name': 'M. Şahin'}, {'authorId': '94209459', 'name': 'M. Gürbüz'}]",,,2016,0,2,0,True,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 'external'}]",['Review'],2016-04-19,"{'name': '', 'pages': '71-81', 'volume': ''}",,,2473213761,,,,10.17211/tcd.89163
